的	dik
潘	pun
娅	a
藤	tr~
躬	gu~
蔡	coi
粒	lrp
粒	nrp
涩	gip
涩	sap
揭	kit
嗓	so~
啪	pak
翎	li~
撼	hrm
竖	sv
遣	hin
囊	no~
眠	min
掀	hin
旺	wo~
弘	wr~
戚	cik
烁	s@k
烁	lik
逍	siu
坤	$rn
憾	hrm
仑	l!n
租	zou
咯	gok
卜	bak
卜	buk
凰	wo~
哄	hu~
匪	fei
膛	to~
淑	suk
忖	cvn
堵	dou
夷	ji
柴	cai
撇	pit
歹	dai
辜	gu
沐	muk
绽	zan
辅	fu
萍	pi~
敖	~ou
拆	cak
磊	l!i
罕	hon
冻	du~
赋	fu
趋	c!i
瞳	tu~
杆	gon
灿	can
葬	zo~
篮	lam
胞	bau
颠	din
黯	rm
峡	hap
顽	wan
朕	zrm
兆	siu
擅	sin
陀	to
龟	#ri
蜂	fu~
贞	zi~
阎	jim
咦	ji
惟	wri
竭	kit
厢	s@~
惩	ci~
谎	fo~
腔	ho~
裴	pui
玻	bo
璇	svn
溪	kri
铭	mi~
邻	l!n
朴	pok
衷	cu~
帘	lim
拢	lu~
魁	fui
哗	wa
侄	zrt
茵	jrn
盆	pun
阅	jvt
弦	jin
兮	hri
翁	ju~
贱	zin
债	zai
斌	brn
坑	ha~
逻	lo
踩	cai
瞎	hrt
躁	cou
讽	fu~
钉	de~
蓄	cuk
丸	jvn
丐	koi
矣	ji
册	cak
兔	tou
溃	kui
隙	$ik
叠	dap
叠	dip
瞄	miu
倚	ji
轿	giu
舅	kru
钦	jrm
祈	kei
烛	zuk
怡	ji
兹	zi
肢	zi
综	zu~
禀	brn
於	jv
壶	wu
雯	mrn
栏	lan
览	lam
斑	ban
蹲	d!n
纽	nru
践	cin
践	zin
棠	to~
汹	hu~
胎	toi
妾	cip
篷	pu~
腥	se~
腥	si~
厮	si
锅	wo
楞	li~
楞	lr~
澳	ou
窃	sit
霆	ti~
桂	#ri
艇	te~
轨	#ri
哨	sau
寡	#a
挪	no
翰	hon
尧	jiu
咧	lit
怯	hip
瑰	#ri
沧	co~
寞	mok
叙	z!i
彷	po~
佐	zo
呐	nap
卒	z!t
栽	zoi
焕	wun
塌	tap
绣	sru
骆	lok
敛	lim
携	$ri
蹄	tri
颖	wi~
棵	po
廖	liu
呻	srn
痒	j@~
驳	bok
裳	s@~
睹	dou
泼	put
溢	jrt
狡	gau
倘	to~
胳	gak
羡	sin
婢	pei
枕	zrm
妒	dou
绮	ji
噬	sri
呃	ak
喔	o
狸	lei
缕	l!i
译	jik
泊	bok
泊	pak
芷	zi
咪	mri
刮	#at
咖	ga
咖	ka
恕	sv
煌	wo~
嘱	zuk
蚩	ci
栋	du~
锤	c!i
逛	$a~
逛	#a~
暇	ha
栈	zan
溅	zin
巷	ho~
填	tin
膊	bok
诈	za
昧	mui
乞	hrt
叱	cik
姚	jiu
渔	jv
摧	c!i
遁	d!n
焚	frn
糕	gou
衬	crn
倦	gvn
辕	jvn
啡	fe
啡	fei
啥	sa
乙	jvt
彦	jin
郝	kok
郝	gok
履	lei
履	l!i
匕	bei
潇	siu
茜	sin
茜	sri
嘟	dou
汝	jv
耽	dam
旭	juk
浸	zrm
畜	cuk
硕	sek
蕴	wrn
侦	zi~
佑	jru
灼	c@k
灼	z@k
嗤	ci
峻	z!n
菊	guk
彤	tu~
焉	jin
敦	d!n
哟	jo
筒	tu~
棉	min
霉	mei
霉	mui
衰	s!i
烤	hau
麒	kei
钩	~ru
犬	hvn
庸	ju~
滩	tan
姥	lou
桶	tu~
榜	bo~
茅	mau
狭	hap
剥	mok
症	zi~
诞	dan
乍	za
翩	pin
辑	crp
棺	gun
潭	tam
歆	jrm
滞	zri
抄	cau
谱	pou
枉	wo~
趴	pa
狞	ni~
隶	dri
嗔	crn
嗔	zrn
毙	bri
谊	ji
淮	wai
笛	dek
缚	bok
缚	fok
剪	zin
囚	cru
蔽	bri
辟	bik
辟	pik
碌	luk
塑	sok
塑	sou
刊	hon
澜	lan
捂	wu
秃	tuk
掷	zak
桐	tu~
霎	sap
搁	gok
帆	fan
矢	ci
腻	nei
函	ham
址	zi
弩	nou
邱	jru
孽	jip
藉	ze
藉	zik
胀	z@~
兀	~rt
嚣	hiu
雍	ju~
巍	~ri
匠	z@~
冉	jim
窥	$ri
蛛	zv
狈	bui
瑜	jv
妍	jin
衍	hin
衍	jin
邵	siu
朽	nru
噗	pok
苟	gru
鲍	bau
胃	wri
壳	hok
暮	mou
萝	lo
恳	hrn
渠	k!i
挟	hip
琉	lru
熙	hei
噢	o
噢	ou
雇	gu
碑	bei
驼	to
俺	jim
绘	kui
喀	hak
喀	ka
捡	gim
斐	fei
阮	jvn
嘎	ga
吱	zi
炽	ci
钥	j@k
妆	zo~
杏	hr~
桓	wun
昊	hou
擎	ki~
贷	tai
磁	ci
宪	hin
沸	fri
衙	~a
匙	si
鞘	ciu
剂	zri
搅	gau
猿	jvn
赠	zr~
徽	fri
裕	jv
祷	tou
株	zv
蜀	suk
桩	zo~
账	z@~
巢	cau
堕	do
梭	so
兜	dru
敞	co~
肿	zu~
骷	fu
髅	lru
娟	gvn
茂	mru
窄	zak
菱	li~
吨	d!n
絮	s!i
坎	hrm
琦	kei
芦	lou
渗	srm
拘	k!i
梵	fan
脊	zek
澡	cou
窟	frt
姻	jrn
捐	gvn
盏	zan
孕	jrn
滔	tou
挫	co
伺	zi
贩	fan
扁	bin
扁	pin
墅	s!i
寝	crm
侮	mou
垃	lap
郊	gau
眶	$a~
莽	mo~
俘	fu
蝉	sim
卦	#a
喧	hvn
圾	sap
诛	zv
澄	ci~
妞	nru
彪	biu
淳	s!n
唔	m
揽	lam
厦	ha
嗡	ju~
勋	frn
歧	kei
鸦	a
鸦	~a
聘	pi~
珑	lu~
哮	hau
嗦	sok
虞	jv
惭	cam
熬	~au
迭	dit
迭	dip
盐	jim
啧	zak
啧	zik
捣	dou
梳	so
浆	z@~
烫	to~
虐	j@k
钧	#rn
掘	#rt
忿	frn
畔	bun
樊	fan
倪	~ri
亩	mru
咙	lu~
邮	jru
襄	s@~
禽	krm
鳞	l!n
勿	mrt
炀	j@~
嫉	zrt
杭	ho~
嚎	hou
衔	ham
菁	ci~
眩	jvn
栗	l!t
蹦	br~
喻	jv
盲	ma~
虏	lou
茹	jv
觑	c!i
佘	se
蔓	man
陋	lru
苹	pi~
娱	jv
堤	tri
彬	brn
绷	br~
铸	zv
酬	cru
绞	gau
渺	miu
淘	tou
卸	se
蛟	gau
朦	mu~
帖	tip
菩	pou
坊	fo~
旷	$o~
襟	krm
汁	zrp
僻	pik
翘	kiu
盔	$ri
嘘	h!i
峨	~o
疚	gru
慑	sip
粹	s!i
醋	cou
饥	gei
秩	dit
沫	mut
肺	fri
咆	pau
砖	zvn
嘀	dik
弧	wu
锡	sek
顷	ki~
迦	ga
拚	pi~
胧	lu~
妓	gei
捞	lau
捞	lou
蹈	dou
坟	frn
幢	to~
湛	zam
亨	hr~
媳	sik
荐	zin
奕	jik
吏	lei
磕	hrp
皓	hou
婿	sri
跋	brt
钰	juk
罡	go~
扳	ban
屡	l!i
犀	sri
稿	gou
蚁	~ri
咚	du~
耕	ga~
耕	gr~
锻	dvn
奢	ce
诊	crn
祺	kei
泳	wi~
拭	sik
蚀	sit
垒	l!i
冈	go~
窍	hiu
窍	kiu
龚	gu~
戟	gik
萱	hvn
绰	c@k
脂	zi
宵	siu
钓	diu
蔑	mit
嵌	hrm
戮	luk
叩	kru
迸	bi~
淹	jim
丞	si~
喇	la
哧	ci
叨	dou
瓷	ci
炯	#i~
蝎	kit
揪	cru
沛	pui
斋	zai
侣	l!i
挠	nau
蝠	fuk
逞	ci~
疫	jik
眷	gvn
姗	san
懈	hai
瘫	tan
饼	be~
嗅	cru
豁	kut
棚	pa~
煤	mui
框	$a~
绸	cru
殖	zik
券	gvn
蒸	zi~
熄	sik
疤	ba
蒲	pou
稚	zi
莺	r~
冀	kei
稻	dou
葡	pou
侃	hon
捆	$rn
澈	cit
毯	tan
傍	po~
旬	c!n
呕	ru
梧	~
寓	jv
粘	nim
粘	zim
滨	brn
薪	srn
阱	zi~
撩	liu
舔	tim
辖	hrt
舜	s!n
梨	lei
猾	wat
抿	mrn
禹	jv
啼	tri
炭	tan
砚	jin
玑	gei
掐	hap
夭	jiu
榻	tap
哉	zoi
逮	dri
旱	hon
驴	l!i
甄	jrn
煮	zv
憋	bit
缴	giu
蕊	j!i
稽	kri
绯	fei
喽	lru
涡	#o
滥	lam
搓	co
颓	t!i
瞅	cru
铮	za~
铮	zr~
纲	go~
揍	zru
鹅	~o
氓	mrn
氓	mo~
瑾	grn
肝	gon
踉	l@~
讪	san
箫	siu
腊	lap
霓	~ri
惫	bei
淌	to~
霹	pik
垫	din
垫	zin
垫	dim
跄	c@~
茨	ci
刁	diu
禄	luk
膜	mok
诅	zo
擂	l!i
轴	zuk
厥	kvt
讥	gei
厄	ak
胶	gau
扛	go~
惕	tik
瞟	piu
凸	drt
肘	zru
媛	wun
拧	ni~
浙	zit
奎	$ri
熏	frn
沁	srm
骏	z!n
笙	sr~
笙	sa~
岔	ca
沮	z!i
颅	lou
酥	sou
冶	je
嗽	sru
舵	to
燥	cou
拙	zvt
蛊	gu
瓣	ban
吭	hr~
绫	li~
蝴	wu
罐	gun
糖	to~
蹙	cuk
琢	d@k
漾	j@~
绅	srn
怠	toi
嗷	~ou
沦	l!n
鸭	ap
鸭	rp
涅	nip
驭	jv
咏	wi~
窒	zrt
槐	wai
凳	dr~
臀	tvn
伞	san
懊	ou
雳	lik
逾	jv
唬	fu
葫	wu
闺	#ri
咸	ham
镶	s@~
萄	tou
梢	sau
嗜	si
戳	c@k
铲	can
缪	mru
猩	si~
跺	do
蟒	mo~
詹	zim
晒	sai
浦	pou
邹	zru
黝	jru
筷	fai
狰	zr~
狰	za~
霖	lrm
炫	jvn
凹	nrp
伶	li~
揣	cvn
揣	c!i
窘	$rn
悸	#ri
垮	$a
噜	lou
颔	hrm
嚼	ziu
嚼	z@k
尿	niu
沼	ziu
塘	to~
肋	lak
簇	cuk
哆	do
兢	gi~
琐	so
颁	ban
泻	se
鞠	guk
匿	nik
膨	pa~
酿	j@~
颂	zu~
瘾	jrn
栖	cri
蔚	wri
楠	nam
帜	ci
剔	tik
靴	h@
萌	mr~
棘	gik
娥	~o
沌	d!n
谜	mri
觅	mik
砂	sa
脯	pou
讳	wri
螺	lo
晖	fri
韧	jrn
瞻	zim
蜡	lap
瀑	buk
璧	bik
蚕	cam
聋	lu~
漓	lei
踱	dok
谣	jiu
敷	fu
偎	wui
绢	gvn
噩	~ok
搔	sou
晏	an
匣	hap
倔	#rt
蹬	dr~
苑	jvn
婶	srm
歼	cim
缉	crp
彰	z@~
拇	mou
寥	liu
昼	zru
弊	bri
坪	pi~
敝	bri
裘	kru
呸	pei
憎	zr~
镔	brn
悯	mrn
舆	jv
诵	zu~
拎	li~
唾	to
瑛	ji~
枢	sv
叭	ba
挚	zi
揖	jrp
兑	d!i
蜘	zi
秉	bi~
荫	jrm
衅	jrn
壤	j@~
匀	wrn
驯	s!n
浊	zuk
惚	frt
牟	mru
呛	c@~
祁	kei
娴	han
蜥	sik
炒	cau
婕	zit
甸	din
惮	dan
碟	dip
谐	hai
叟	sru
猝	cvt
侥	hiu
斟	zrm
啤	be
髓	s!i
寰	wan
峙	ci
赦	se
噪	cou
枭	hiu
浇	giu
腮	soi
遏	kit
哽	gr~
芽	~a
婪	lam
倭	wo
卵	l!n
暧	oi
阙	kvt
诏	ziu
炙	zek
炙	zik
祟	s!i
拣	gan
邸	dri
骸	hai
谬	mru
磋	co
涕	tri
瀚	hon
邢	ji~
捶	c!i
袱	fuk
洽	hrp
峭	ciu
巩	gu~
檀	tan
赎	suk
祀	zi
滕	tr~
柬	gan
嵩	su~
嬉	hei
僚	liu
睬	coi
葱	cu~
嬷	ma
缸	go~
杉	cam
虔	kin
娲	wo
拽	jri
廓	$ok
玮	wri
蔷	c@~
恃	ci
竿	gon
恙	j@~
绒	ju~
瑚	wu
漪	ji
鹃	gvn
睫	zit
鸽	gap
陕	sim
钞	cau
蝙	pin
搀	cam
袅	niu
蝇	ji~
佬	lou
蚂	ma
蚊	mrn
翡	fei
朔	sok
踹	ja~
嗖	sru
芊	cin
崎	kei
啃	hr~
璋	z@~
慷	ho~
咋	za
檐	jim
檐	sim
鞍	on
剿	cau
剿	ziu
腑	fu
悚	su~
缎	dvn
匈	hu~
厕	ci
鹫	zru
涟	lin
虾	ha
漩	svn
聆	li~
栅	cak
栅	san
搐	cuk
鸾	lvn
蓓	pui
扒	pa
穹	ku~
瑕	ha
珀	pak
锥	z!i
矫	giu
庐	lou
暑	sv
溶	ju~
靡	mei
晦	fui
喳	za
咄	cvt
巅	din
墟	h!i
煎	zin
芯	srm
亢	ko~
掳	lou
屯	tvn
叽	gei
曦	hei
獠	liu
厘	lei
懦	no
渣	za
桀	git
恬	tim
缀	z!i
褪	trn
嵋	mei
筝	za~
筝	zr~
秽	wri
庇	bei
绊	bun
褚	cv
拯	ci~
衲	nap
眺	tiu
悴	s!i
驹	k!i
钝	d!n
酋	jru
珂	o
祢	nei
狙	z!i
汰	tai
镯	zuk
贿	kui
铠	hoi
粥	zuk
佟	tu~
芮	j!i
奄	jim
怅	c@~
剖	pru
伽	ga
忡	cu~
萎	wri
凿	zok
鬟	wan
奠	din
熠	jrp
憔	ciu
钮	nru
妩	mou
抡	l!n
崆	hu~
弛	ci
褐	hot
勘	hrm
妲	dat
唰	cat
惺	si~
膏	gou
筠	#rn
贬	bin
绚	s!n
嗨	hai
怦	pi~
晤	~
俐	lei
窦	dru
驿	jik
棱	li~
竺	zuk
烙	lok
睿	j!i
锣	lo
溺	nik
恺	hoi
缔	dri
牡	mau
鬓	brn
藩	fan
谕	jv
庵	rm
憨	hrm
瘟	wrn
钗	ca
钗	cai
昕	jrn
徊	wui
偌	je
髯	jim
缰	g@~
庶	sv
札	zat
缭	liu
徘	pui
曙	cv
阀	frt
殆	toi
巳	zi
纬	wri
缄	gam
澎	pa~
掣	zri
惘	mo~
槽	cou
诣	~ri
曳	jri
娄	lru
胤	jrn
惋	wun
虬	kru
倡	c@~
芭	ba
琛	srm
肴	~au
蹭	sr~
庚	gr~
飙	biu
仕	si
貂	diu
嚓	cat
蜴	jik
募	mou
昱	juk
圳	zrn
氧	j@~
悻	hr~
佯	j@~
锵	c@~
隋	c!i
笃	duk
筱	siu
忑	tik
捅	tu~
捺	nat
茉	mut
萤	ji~
佗	to
睨	~ri
邃	s!i
谴	hin
霏	fei
屎	si
乒	bi~
谍	dip
缅	min
忐	tan
暄	hvn
簌	cuk
鲸	ki~
涎	jin
瞩	zuk
攒	zan
蟹	hai
茄	ga
茄	ke
漱	sru
饲	zi
嗣	zi
诫	gai
阐	cin
阐	zin
瑭	to~
熔	ju~
冽	lit
棕	zu~
酱	z@~
辫	bin
辙	cit
闵	mrn
殴	ru
蛙	wa
滢	ji~
晁	ciu
删	san
裔	j!i
膳	sin
殃	j@~
蔼	oi
茱	zv
苛	ho
跷	hiu
跷	kiu
痊	cvn
樵	ciu
烘	ho~
烘	hu~
癫	din
懿	ji
扼	ak
扼	~rk
吆	jiu
鸠	gru
茧	gan
孜	zi
侨	kiu
幡	fan
咎	gru
蔬	so
酣	hrm
亵	sit
哝	nu~
隧	s!i
禾	wo
纺	fo~
黏	nim
湃	bai
绛	go~
崛	#rt
嘈	cou
眈	dam
皙	sik
礁	ziu
琅	lo~
睦	muk
薰	frn
璐	lou
蹿	cvn
邑	jrp
躇	cv
菌	$rn
枣	zou
踌	cru
迢	tiu
赃	zo~
臻	z!n
苇	wri
篝	gru
袜	mrt
袜	mat
崭	zam
屿	jv
娆	jiu
靳	grn
咨	zi
煜	juk
聿	l!t
陨	wrn
鸳	jvn
榴	lru
帷	wri
钵	but
毋	mou
橙	ca~
雌	ci
丙	bi~
琥	fu
匡	ho~
狩	sru
芜	mou
羿	~ri
璀	c!i
鲨	sa
冕	min
讷	nrt
蠕	jv
砌	cri
戾	l!i
掺	cam
拈	nim
酌	z@k
殇	s@~
忒	tik
铅	jvn
戎	ju~
蹑	nip
唠	lou
苔	toi
栩	h!i
烨	jip
吝	l!n
啜	zvt
涣	wun
甬	ju~
莞	gun
莞	wun
恻	crk
雏	co
窖	gau
傀	fai
蜷	kvn
岱	doi
疙	grt
疙	~rt
飒	sap
衮	#rn
谑	j@k
乓	po~
棣	dri
磅	bo~
焱	jim
猖	c@~
簿	bou
譬	pei
羁	gei
戬	zin
拗	au
拗	~au
煦	h!i
烬	z!n
伫	cv
葵	$ri
镰	lim
瘩	dap
笠	lrp
趾	zi
攸	jru
剌	lat
唧	zek
唧	zik
睽	$ri
坝	ba
紊	mrn
渍	zi
渍	zik
迳	gi~
靶	ba
糙	cou
宦	wan
吮	svn
勺	s@k
勺	z@k
勺	c@k
祯	zi~
邯	hon
鄂	~ok
窑	jiu
圭	#ri
侈	ci
粪	frn
杠	go~
鸯	j@~
炬	g!i
浏	lru
橡	z@~
孰	suk
琶	pa
俨	jim
泓	wr~
涧	gan
呗	bai
麾	fri
昵	nik
屹	~rt
恤	s!t
寐	mei
婧	zi~
闸	zap
韶	siu
菇	gu
靓	le~
椒	ziu
荀	s!n
癸	#ri
饕	tou
啐	c!i
疮	co~
岑	srm
辎	zi
攘	j@~
琵	pei
稷	zik
肮	ho~
矜	gi~
楣	mei
渎	duk
荧	ji~
噎	jit
呱	#a
崽	zoi
饵	nei
拷	hau
锭	di~
缥	piu
瘪	bit
瞠	ca~
沪	wu
奚	hri
籁	lai
湮	jin
萦	ji~
劭	siu
铛	do~
茗	mi~
弑	si
痹	bei
飕	sru
铿	hr~
璨	can
赘	z!i
缨	ji~
畴	cru
儡	l!i
冢	cu~
辐	fuk
蜈	~
珞	lok
鞑	tat
咻	jru
笈	krp
扈	wu
壑	kok
骰	sik
撰	zan
鲲	$rn
噤	grm
煽	sin
玺	sai
炳	bi~
捻	nin
诶	e
嗒	tap
嗒	dap
锯	g!i
锯	g@
浣	wun
窿	lu~
坞	wu
鑫	jrm
磷	l!n
蜒	jin
噔	dr~
绎	jik
咔	ka
扉	fei
阖	hrp
穗	s!i
叁	sam
茸	ju~
踞	g!i
皂	zou
璞	pok
垢	gru
枷	ga
珏	gok
骋	pi~
骋	ci~
矗	cuk
缇	tri
蹊	hri
蹊	kri
粟	suk
呦	jru
驸	fu
唆	so
馒	man
寅	jrn
撮	cvt
羹	gr~
楮	cv
峦	lvn
灶	zou
餮	tit
靥	jip
嬴	ji~
遐	ha
胭	jin
顼	juk
顼	guk
榕	ju~
胯	$a
迂	jv
惦	dim
伎	gei
诬	mou
癌	~am
桨	z@~
黠	hrt
黠	kit
逵	$ri
韬	tou
嫡	dik
悼	dou
喏	je
帛	bak
俭	gim
啄	d@k
啄	d@~
咣	#o~
铐	kau
咫	zi
钳	kim
骼	gak
舷	jin
祠	ci
箍	ku
橱	cv
鳄	~ok
袂	mri
溟	mi~
锈	sru
篱	lei
缈	miu
淤	jv
铎	dok
囔	no~
蚣	gu~
痞	pei
吒	za
迄	~rt
稼	ga
汀	di~
槛	lam
漉	luk
椎	z!i
辗	zin
滤	l!i
洼	wa
醇	s!n
瘤	lru
桅	~ri
喵	miu
亥	hoi
渝	jv
惬	hip
淼	miu
咛	ni~
蛾	~o
筛	sri
髻	gri
幌	fo~
笺	zin
憧	cu~
梗	gr~
颍	wi~
瓢	piu
馀	jv
殉	s!n
翟	zak
翟	dik
盎	on
盎	o~
濒	prn
簧	wo~
馈	#ri
孺	jv
伢	~a
闽	mrn
楷	kai
楷	gai
亘	gr~
惴	z!i
惴	cvn
瓒	zan
笋	s!n
咀	z!i
幺	jiu
蒜	svn
掂	dim
杵	cv
瞑	mi~
兖	jin
峒	tu~
峒	du~
颐	ji
曜	jiu
螂	lo~
毗	pei
飓	g!i
缆	lam
芥	gai
缤	brn
蜿	jvn
翊	jik
卉	wri
屉	tri
翱	~ou
拴	san
湄	mei
稠	cru
桦	wa
鹊	z@k
咂	zap
燎	liu
谏	gan
贮	cv
猥	wui
峥	za~
溯	sou
佼	gau
喋	dip
诩	h!i
渥	rk
曝	bou
剃	tri
邺	jip
羔	gou
匾	bin
汲	krp
邬	wu
赂	lou
炜	wri
锢	gu
吠	fri
锄	co
蛤	gap
藻	zou
烹	pa~
蹋	dap
垦	hrn
迥	#i~
岐	kei
耷	dap
隘	ai
淬	c!i
嚅	jv
慵	ju~
烽	fu~
诲	fui
橘	#rt
翌	jik
濮	buk
蟾	sim
垣	wun
锺	zu~
抉	kvt
茬	ca
啷	lo~
淇	kei
硝	siu
沥	lik
褥	juk
踝	wa
矶	gei
骁	hiu
酝	wrn
梓	zi
唷	jo
玎	di~
憬	gi~
霭	oi
蕉	ziu
眦	zi
墩	d!n
毡	zin
蕃	fan
弼	brt
肇	siu
阑	lan
垄	lu~
晟	si~
呲	zi
毓	juk
痪	wun
陇	lu~
鳌	~ou
袒	tan
谛	dri
忏	cam
拌	bun
臾	jv
瀛	ji~
簪	zam
懵	mu~
纶	#an
跤	gau
胴	du~
浚	z!n
唏	hei
筏	frt
甥	sr~
甥	sa~
蝗	wo~
癞	lai
瓮	u~
驮	to
涤	dik
捍	hon
膺	ji~
铳	cu~
芹	krn
嘭	pa~
骥	kei
炕	ho~
匐	fuk
羌	g@~
娓	mei
壕	hou
宓	fuk
宓	mrt
隼	z!n
泌	bei
嗫	zip
桔	grt
圃	pou
抒	sv
稣	sou
瓯	ru
鲤	lei
磐	pun
萃	s!i
魃	bat
侬	nu~
讼	zu~
萼	~ok
皎	gau
簸	bo
姒	ci
叼	diu
茎	gi~
瞿	k!i
瞿	g!i
剁	d@k
篆	svn
羲	hei
骡	l!i
鹦	ji~
蕙	wri
隅	jv
瘸	ke
炊	c!i
饷	h@~
辄	zip
嘤	ji~
颌	hrp
腆	tin
嫖	piu
惆	cru
媲	pei
馁	n!i
娉	pi~
褒	bou
旖	ji
馋	cam
噘	kvt
呤	li~
缜	crn
缜	zrn
荃	cvn
捋	lvt
胥	s!i
潺	san
卯	mau
婵	sim
撅	kvt
涔	srm
舫	fo~
柿	ci
偕	gai
汩	#rt
榨	za
苞	bau
胄	zru
坍	tan
麓	luk
鸥	ru
掬	guk
礴	bok
轧	zat
纣	zru
淀	din
糜	mei
昙	tam
壹	jrt
埔	bou
诃	ho
魇	jim
凋	diu
蹂	jru
荼	tou
镑	bo~
鹉	mou
臧	zo~
褂	$a
褂	#a
筐	$a~
纨	jvn
筵	jin
轼	sik
蘑	mo
潞	lou
榆	jv
沣	fu~
黔	kim
玟	mrn
婊	biu
旌	si~
痉	gi~
魑	ci
嫦	s@~
卞	bin
瘴	z@~
丕	pei
贽	zi
袄	ou
砾	lik
挛	lvn
麴	guk
腋	jik
隽	z!n
躏	l!n
撂	liu
偃	jin
馅	ham
醺	frn
嗥	hou
渭	wri
阉	jim
蟆	mou
盅	zu~
沓	dap
榭	ze
睐	loi
婀	o
哒	dat
啬	sik
郢	ji~
噼	pik
琬	jvn
栓	san
冗	ju~
睚	~ai
硫	lru
癖	pik
霈	pui
甭	br~
侏	zv
皑	~oi
拄	zv
夙	suk
渲	svn
秤	ci~
秤	pi~
攫	fok
岌	krp
遽	g!i
蛆	c!i
赧	nan
踵	zu~
汴	bin
鸨	bou
剐	#a
窈	miu
潼	tu~
靼	dat
睑	lim
睑	gim
霁	zri
沅	jvn
卤	lou
掰	bai
掰	mak
攥	zan
鹭	lou
藕	~ru
颚	~ok
蛰	zrt
蛰	zik
蛰	zit
幔	man
腼	min
篡	san
恣	zi
蟠	fan
蟠	pun
噌	zr~
嫔	brn
裆	do~
哺	bou
跚	san
馥	fuk
孚	fu
僖	hei
窕	tiu
盂	jv
钊	ciu
囤	tvn
喟	wri
跛	bri
刨	pau
槌	c!i
臊	sou
苜	muk
渤	but
螳	to~
肾	srn
荤	frn
捎	sau
镭	l!i
糗	cru
薯	sv
徨	wo~
蜕	t!i
瑙	nou
噫	ji
鳖	bit
妤	jv
谪	zak
贲	brn
隗	~ri
裟	sa
擞	sru
濑	lai
绔	fu
鳅	cru
戍	sv
摹	mou
堑	cim
绾	wan
捱	~ai
旎	nei
谄	cim
谒	jit
谒	kit
谧	mrt
嚏	tri
苋	jin
恸	du~
粤	jvt
姣	gau
姣	hau
碳	tan
殒	wrn
哂	sai
龌	ak
啾	zru
蹒	pun
蝼	lru
龊	cuk
娼	c@~
揩	hai
沂	ji
舶	pak
泞	ni~
啻	ci
阜	fru
弋	jik
恪	kok
蜃	srn
搪	to~
辘	luk
挲	so
娑	so
嗝	gak
饺	gau
桉	on
岖	k!i
杳	miu
杳	jiu
碾	nin
妪	jv
袈	ga
赈	zrn
摒	bi~
孵	fu
菡	ham
哐	$a~
羚	li~
撬	giu
撬	hiu
颉	kit
颉	git
晔	jip
罔	mo~
倜	tik
倌	gun
藐	miu
髦	mou
猊	~ri
汐	zik
颦	prn
臌	gu
獒	~ou
粼	l!n
杞	gei
蚌	po~
郸	dan
揄	jv
竣	z!n
嗲	de
瞌	hrp
胚	pui
愠	wrn
谙	rm
恁	jrm
龇	zi
啵	bo
匍	pou
脓	nu~
撵	lin
痰	tam
蛹	ju~
觎	jv
畿	gei
殛	gik
泯	mrn
讹	~o
潦	liu
犁	lri
苓	li~
犷	#o~
俟	zi
邝	$o~
弈	jik
呓	~ri
汛	s!n
螓	c!n
觊	gei
玷	dim
瞰	hrm
槟	brn
椰	je
垠	~rn
邕	ju~
臆	jik
钛	tai
挎	$a
粱	l@~
涸	kok
糯	no
霾	mri
禧	hei
俸	fu~
箕	gei
坷	ho
祗	zi
熹	hei
俑	ju~
怂	su~
噙	krm
湍	t!n
赣	gu~
芋	wu
咝	si
潋	lim
噶	ga
巽	s!n
汕	san
仞	jrn
釜	fu
鬃	zu~
嗵	tu~
颀	kei
锚	mau
螭	ci
洵	s!n
犸	ma
珈	ga
魍	mo~
摁	on
疵	ci
忤	~
汾	frn
汜	ci
琰	jim
褛	l!i
惰	do
蚯	jru
斓	lan
觐	grn
梆	bo~
漳	z@~
镣	liu
贻	ji
粲	can
恿	ju~
谲	kvt
咿	ji
咤	cak
篓	lru
飚	biu
篑	#ri
憩	hei
椭	to
睥	pri
沽	gu
犄	gei
怏	j@~
魉	l@~
鼾	hon
堰	jin
齑	zri
帚	zru
帚	zau
亟	gik
镀	dou
骠	piu
苯	bun
宸	srn
僮	tu~
阗	tin
榄	lam
辇	lin
豺	cai
翦	zin
纰	pei
阂	hrt
旃	zin
荦	lok
蚓	jrn
趄	z!i
猬	wri
劾	hrt
趔	lit
蜻	ci~
嵘	wi~
铝	l!i
滇	din
呷	hap
暹	cim
蠡	lri
淄	zi
囵	l!n
掸	dan
掸	sin
溉	koi
坳	au
轲	o
皋	gou
骜	~ou
螃	po~
帧	zi~
蘅	hr~
剽	piu
坂	ban
涓	gvn
魈	siu
怆	co~
袤	mru
嗳	oi
踊	ju~
锏	gan
濡	jv
昀	wrn
鹞	jiu
氲	wrn
厩	gru
徙	sai
瑁	mou
箩	lo
箩	po
斡	wat
抠	kru
褶	zip
痣	zi
晾	lo~
廿	ja
揶	je
炖	drn
氤	jrn
蹩	bit
芍	z@k
芍	c@k
愫	sou
玳	doi
嗬	ho
臼	kru
淅	sik
嘣	pr~
桧	kui
腺	sin
壬	jrm
瘁	s!i
堇	grn
侗	du~
侗	tu~
赁	jrm
匝	zap
孱	can
孱	san
灸	gru
褴	lam
镂	lru
畸	kei
碴	za
羯	kit
暨	gei
谤	po~
彝	ji
嘹	liu
雹	bok
忱	srm
蔫	jin
荔	lri
鲛	gau
硅	#ri
刽	kui
悖	bui
脐	ci
骧	s@~
夥	fo
盹	d!n
