#	single
的	dik
珊	san
淋	lrm
匙	ci
匙	si
荆	gi~
隙	#ik
旬	c!n
桩	zo~
搏	bok
宛	jvn
瞒	mun
狄	dik
魄	pak
琪	kei
枕	zrm
吼	hau
刮	#at
晌	h@~
叛	bun
崖	~ai
卸	se
梳	so
歧	kei
嘻	hei
娱	jv
拱	gu~
伺	zi
旭	juk
猴	hru
杏	hr~
账	z@~
崩	br~
宠	cu~
怔	zi~
啸	siu
胀	z@~
睹	dou
妄	mo~
禄	luk
怖	bou
辣	lat
擅	sin
辜	gu
邵	siu
汁	zrp
斋	zai
婴	ji~
荫	jrm
胶	gau
蕴	wrn
淘	tou
芙	fu
罕	hon
肆	sei
浸	zrm
鲍	bau
坑	ha~
莉	lei
冈	go~
腕	wun
佑	jru
坟	frn
棍	#rn
棚	pa~
迭	dip
莎	sa
捆	$rn
兮	hri
喧	hvn
塌	tap
惶	wo~
脖	but
坠	z!i
尧	jiu
敛	lim
绸	cru
栋	du~
顷	ki~
耍	sa
厢	s@~
殖	zik
嵌	hrm
寞	mok
骚	sou
雀	z@k
哨	sau
滥	lam
芦	lou
姬	gei
孕	jrn
劈	pek
劈	pik
恳	hrn
斩	zam
靖	zi~
愣	li~
咸	ham
厦	ha
簇	cuk
刃	jrn
卒	z!t
笨	brn
眸	mru
匪	fei
捏	nip
逗	dru
涯	~ai
枉	wo~
裸	lo
邱	jru
炭	tan
笛	dek
弊	bri
噪	cou
耿	gr~
剂	zri
哟	jo
敞	co~
彬	brn
裴	pui
彦	jin
屡	l!i
弘	wr~
兔	tou
匠	z@~
麟	l!n
恍	fo~
垫	dim
耽	dam
玫	mui
魁	fui
薪	srn
粘	nim
舆	jv
诵	zu~
溃	kui
巫	mou
冶	je
簿	bou
蹈	dou
纲	go~
烁	lik
烁	s@k
躁	cou
咖	ga
杖	z@~
栗	l!t
喃	nam
塘	to~
糕	gou
啡	fei
蹲	d!n
鸭	rp
旱	hon
颂	zu~
禅	sim
俺	jim
擎	ki~
脂	zi
犬	hvn
桐	tu~
颊	hap
叮	di~
剖	pru
谎	fo~
胃	wri
阮	jvn
祈	kei
勋	frn
侄	zrt
稚	zi
枫	fu~
煞	sat
聂	nip
禽	krm
讽	fu~
哗	wa
拢	lu~
缚	fok
挫	co
眷	gvn
丸	jvn
栈	zan
俏	ciu
宙	zru
斌	brn
襟	krm
寇	kru
畔	bun
陡	dru
肢	zi
坎	hrm
恕	sv
唉	ai
倡	c@~
蚀	sik
傍	po~
罐	gun
稻	dou
薇	mei
砸	zap
谐	hai
郝	gok
暑	sv
羡	sin
豹	pau
潭	tam
桓	wun
蒸	zi~
阎	jim
窜	cvn
莹	ji~
樊	fan
琐	so
碌	luk
奠	din
泳	wi~
掷	zak
甩	lrt
澳	ou
撕	si
辖	hrt
虞	jv
妓	gei
钞	cau
呜	wu
肺	fri
缴	giu
暇	ha
疫	jik
鸦	~a
沧	co~
篷	pu~
倪	~ri
昧	mui
渗	srm
妒	dou
坤	$rn
谣	jiu
秃	tuk
僻	pik
瞎	hrt
苑	jvn
淹	jim
朽	nru
旷	$o~
哇	wa
瓣	ban
瑶	jiu
祷	tou
粹	s!i
黛	doi
溶	ju~
缕	l!i
邹	zru
烤	hau
俞	jv
昼	zru
翅	ci
蕾	l!i
屁	pei
冥	mi~
钮	nru
茵	jrn
帖	tip
乍	za
捞	lou
捞	lau
焕	wun
逾	jv
颁	ban
瓷	ci
凛	lrm
幢	to~
咒	zru
缀	zvt
晤	~
郡	#rn
匀	wrn
铸	zv
苟	gru
扁	bin
垒	l!i
兜	dru
撰	zan
廓	$ok
敷	fu
爪	zau
譬	pei
懈	hai
窟	frt
吩	frn
沃	juk
菱	li~
窥	$ri
逛	#a~
斧	fu
逮	dri
潇	siu
馨	hi~
娟	gvn
梨	lei
沛	pui
焚	frn
怡	ji
陋	lru
啥	sa
龟	gru
龟	#ri
蠢	c!n
棠	to~
删	san
绒	ju~
浆	z@~
叩	kru
沸	fak
缅	min
厄	ak
甸	din
揽	lam
妃	fei
咏	wi~
驼	to
猿	jvn
葡	pou
绞	gau
巢	cau
瞻	zim
踩	cai
仑	l!n
陕	sim
嗓	so~
陀	to
咕	gu
裳	s@~
鄙	pei
圾	sap
膜	mok
灼	c@k
婿	sri
巍	~ri
龚	gu~
怯	hip
瞥	pit
秽	wri
囚	cru
霄	siu
绅	srn
袱	fuk
舜	s!n
腻	nei
拚	pi~
蜡	lap
屑	sit
盏	zan
撇	pit
轴	zuk
鹅	~o
侮	mou
磊	l!i
岚	lam
晒	sai
骇	hoi
摧	c!i
煮	zv
樱	ji~
绮	ji
艇	te~
呐	nap
翩	pin
禹	jv
挟	hip
萝	lo
涩	srp
伞	san
牟	mru
滔	tou
沫	mut
兑	d!i
匿	nik
纺	fo~
萄	tou
廖	liu
舰	lam
揉	jru
喇	la
蹄	tri
搅	gau
炒	cau
膏	gou
芽	~a
寝	crm
吏	lei
烫	to~
彰	z@~
冀	kei
洽	hrp
侣	l!i
鞍	on
夭	jiu
厮	si
藉	zik
诡	#ri
雍	ju~
镶	s@~
捡	gim
蔬	so
诀	kvt
磕	hrp
蒲	pou
凳	dr~
俘	fu
襄	s@~
驴	l!i
佣	ju~
勘	hrm
冉	jim
兢	gi~
尿	niu
捣	dou
嘶	si
亨	hr~
曙	cv
哎	ai
诧	ca
晖	fri
岔	ca
酿	j@~
嫉	zrt
侨	kiu
剔	tik
湛	zam
宵	siu
蚁	~ri
熬	~ou
燥	cou
擒	krm
毯	tan
吨	d!n
膊	bok
搂	lru
斐	fei
胳	gak
槽	cou
碟	dip
榻	tap
眨	zam
贿	kui
奢	ce
垃	lap
讼	zu~
闺	#ri
砂	sa
灶	zou
栖	cri
壤	j@~
狡	gau
仕	si
姥	lou
螺	lo
挠	nau
絮	s!i
缆	lam
豁	kut
邢	ji~
叭	ba
拙	zvt
淳	s!n
凸	drt
厕	ci
缎	dvn
铅	jvn
寥	liu
挚	zi
倩	sin
愕	~ok
奎	$ri
澜	lan
堕	do
浇	giu
艘	sru
斟	zrm
枣	zou
觅	mik
蜀	suk
虐	j@k
婶	srm
咨	zi
拣	gan
贬	bin
屯	z!n
戳	c@k
秉	bi~
鞠	guk
悼	dou
枢	sv
莺	r~
蔓	man
娥	~o
毋	mou
俭	gim
萌	mr~
莽	mo~
沁	srm
梧	~
沐	muk
朔	sok
膛	to~
酱	z@~
熏	frn
狸	lei
惭	cam
丙	bi~
浊	zuk
琢	d@k
揪	zru
凹	nrp
叨	dou
嚼	ziu
嚼	z@k
霖	lrm
扳	pan
刁	diu
凰	wo~
阐	cin
伶	li~
棘	gik
憎	zr~
讳	wri
祁	kei
聋	lu~
蔚	wri
雯	mrn
遏	kit
巩	gu~
尬	gai
芸	wrn
砌	cri
尴	gam
镖	biu
扛	go~
澡	cou
蓦	mrk
绰	c@k
庐	lou
窍	kiu
於	jv
琦	kei
瘫	tan
牡	mau
梭	so
滕	tr~
帜	ci
嚣	hiu
痒	j@~
菩	pou
彤	tu~
孜	zi
弧	wu
蝉	sim
黯	rm
矫	giu
瞄	miu
谬	mru
抒	sv
徊	wui
馈	#ri
呕	ru
梢	sau
丐	koi
绢	gvn
喀	ka
喀	krk
稼	ga
揣	cvn
揣	c!i
卵	l!n
骏	z!n
锤	c!i
衙	~a
坪	pi~
锻	dvn
缉	crp
菌	$rn
沦	l!n
裔	j!i
毙	bri
炯	#i~
浏	lru
肘	zau
芯	srm
晏	~an
纬	wri
醋	cou
锣	lo
梗	gr~
谜	mri
霉	mei
邑	jrp
粪	frn
迄	~rt
慷	hu~
贮	cv
槐	wai
坝	ba
殆	doi
孰	suk
庶	sv
蚊	mrn
拷	hau
鸽	grp
琛	srm
缸	go~
渺	miu
竿	gon
咧	le
詹	zim
瀑	buk
徘	pui
汹	hu~
撼	hrm
漓	lei
嘘	h!i
翘	kiu
楞	lr~
呻	srn
栅	cak
栅	san
蚕	cam
兀	~rt
瑜	jv
腥	se~
腥	si~
烘	ho~
烘	hu~
膨	pa~
裘	kru
窘	$rn
葱	cu~
彪	biu
驭	jv
绽	zan
奕	jik
侃	hon
妾	cip
嘎	ga
酌	z@k
阀	frt
孽	jip
笃	duk
庚	gr~
袜	mat
炕	ko~
嗯	~
铲	can
泻	se
陛	bri
柬	gan
皓	hou
朦	mu~
韶	siu
攒	zan
窦	dru
赦	se
槛	lam
杠	go~
炽	ci
辙	cit
奚	hri
缪	mru
禀	brn
憋	bit
筝	zr~
赃	zo~
肇	siu
溯	sou
萎	wri
煎	zin
窑	jiu
汲	krp
匣	hap
咎	gou
茨	ci
藩	fan
叱	cik
忿	frn
颓	t!i
眶	$a~
跋	brt
诫	gai
僚	liu
讥	gei
凿	zok
粥	zuk
胧	lu~
趴	pa
後	hru
葫	wu
熄	sik
蝴	wu
檐	jim
蔑	mit
辫	bin
崭	zam
炳	bi~
帷	wri
绊	bun
逞	ci~
饲	zi
拭	sik
敖	~ou
璇	svn
匡	ho~
婷	ti~
啤	be
悍	hon
虾	ha
蝇	ji~
圭	#ri
绎	jik
闸	zap
虔	kin
蛛	zv
杉	cam
蛙	wa
溅	zin
倏	suk
瞅	cru
靡	mei
蚂	ma
懊	ou
樵	ciu
墅	s!i
咯	gak
拧	ni~
筛	sri
芭	ba
眯	mei
炬	g!i
皂	zou
募	mou
橡	z@~
戎	ju~
嗣	zi
筷	fai
厘	lei
璧	bik
忖	cvn
婪	lam
唬	fu
嗽	sru
嗅	cru
棱	li~
楷	gai
楷	kai
迸	bi~
轧	zat
睦	muk
涕	tri
蟹	hai
卦	#a
拯	ci~
瘾	jrn
瞩	zuk
疮	co~
惕	tik
扒	pa
汰	tai
冗	ju~
蒜	svn
椒	ziu
娄	lru
庵	rm
峨	~o
札	zat
祠	ci
锭	di~
淌	to~
绷	br~
髓	s!i
怠	doi
霓	~ri
擂	l!i
漾	j@~
雏	co
禾	wo
骸	hai
苛	ho
靴	h@
炜	wri
哺	bou
涧	gan
渝	jv
蕊	j!i
亟	gik
鳞	l!n
匈	hu~
眺	tiu
辐	fuk
赎	suk
锥	z!i
肴	~au
锯	g!i
锯	g@
畴	cru
恬	tim
诬	mou
窒	zrt
芜	mou
粟	suk
棕	zu~
蹦	ba~
沼	ziu
砚	jin
嘟	dou
虏	lou
睫	zit
糙	cou
茄	ga
茄	ke
乒	bi~
茹	jv
扼	~rk
溺	nik
驿	jik
橱	cv
隋	c!i
颐	ji
乓	po~
桔	grt
苇	wri
庇	bei
褐	hot
氓	mo~
氓	mrn
澈	cit
珑	lu~
涡	wo
鬓	brn
眩	jvn
瘤	lru
拴	san
撩	liu
孺	jv
隧	s!i
慑	sip
拈	nim
膳	sin
佟	tu~
狈	bui
谴	hin
噢	ou
沮	z!i
曳	jri
磋	co
褥	juk
渍	zi
赘	z!i
咚	du~
敝	bri
崎	kei
悯	mrn
霎	srp
铮	za~
逍	siu
诛	zv
辕	jvn
茜	sri
驹	k!i
闽	mrn
紊	mrn
冕	min
苔	toi
峙	ci
峙	si
阙	kvt
涅	nip
诣	~ri
怅	c@~
篱	lei
哆	do
霆	ti~
盔	$ri
踱	dok
昊	hou
吭	ha~
寅	jrn
垢	gru
丞	si~
媛	wun
蔷	c@~
弛	ci
琉	lru
搀	cam
靶	ba
捂	wu
遁	d!n
晦	fui
嗜	si
喽	lru
噬	sri
臻	z!n
咄	cvt
咙	lu~
阱	zi~
唾	t@
陇	lu~
榆	jv
恃	ci
吱	zi
汀	di~
汀	ti~
踌	cru
脯	pou
赂	lou
笋	s!n
雌	ci
酣	hrm
遐	ha
芷	zi
恤	s!t
钝	d!n
酥	sou
涤	dik
藻	zou
巳	zi
瞳	tu~
萃	s!i
楠	nam
蹬	dr~
掺	cam
瞿	g!i
酉	jru
祀	zi
躇	cv
聆	li~
腑	fu
卉	wri
惫	bai
奄	jim
缔	dri
肋	lrk
彷	po~
簧	wo~
髦	mou
嫣	jin
赁	jrm
羁	gei
侈	ci
醇	s!n
琵	pei
琅	lo~
羹	gr~
迢	tiu
疚	gru
厥	kvt
驯	s!n
搓	co
迦	ga
褪	trn
娼	c@~
荧	ji~
铎	dok
秤	ci~
惚	frt
勺	c@k
烹	pa~
岑	srm
掣	zri
琶	pa
疤	ba
啪	pak
娴	han
翎	li~
笺	zin
寰	wan
俐	lei
圃	pou
殃	j@~
啧	zak
啧	zik
穗	s!i
睿	j!i
窖	gau
宦	wan
辄	zip
妞	nru
颅	lou
绛	go~
隅	jv
俨	jim
峭	ciu
檀	tan
啃	hr~
蕉	ziu
阑	lan
曦	hei
舵	to
殴	ru
瑚	wu
梵	fan
嗤	ci
摹	mou
垦	hrn
椎	z!i
悖	bui
韧	~rn
腮	soi
妍	jin
镕	ju~
栩	h!i
犀	sri
垮	$a
埠	fru
橙	ca~
炙	zek
炙	zik
葵	$ri
睬	coi
砰	pi~
歼	cim
婢	pei
柿	ci
吆	jiu
沪	wu
亥	hoi
岱	doi
捺	nat
鄂	~ok
滤	l!i
屉	tri
榴	lru
箫	siu
垄	lu~
闵	mrn
凋	diu
粤	jvt
咋	zak
诏	ziu
舶	bok
舶	pak
迂	jv
渭	wri
钗	cai
邸	dri
哮	hau
茧	gan
炫	jvn
瑾	grn
哽	gr~
毡	zin
啄	d@k
啄	d@~
蔼	oi
匕	bei
祟	s!i
袄	ou
瑛	ji~
拇	mou
攘	j@~
沥	lik
觑	c!i
靳	grn
馒	man
鸳	jvn
偕	gai
纶	#an
沌	d!n
筐	$a~
袅	niu
笙	sa~
嬉	hei
悴	s!i
拽	jri
鹃	gvn
亢	ko~
洼	wa
惘	mo~
霹	pik
猖	c@~
戟	gik
侥	hiu
猾	wat
撮	cvt
帧	zi~
悸	#ri
皋	gou
楣	mei
剿	ziu
忡	cu~
辗	nin
麽	mo
芹	krn
墟	h!i
翟	dik
芮	j!i
渣	za
喔	o
趾	zi
掐	hap
绫	li~
磷	l!n
竺	zuk
幌	fo~
烙	lok
酋	jru
蝎	kit
讪	san
捻	nrn
鸯	j@~
猩	si~
缭	liu
壑	kok
嗡	ju~
瓢	piu
熔	ju~
钳	kim
寐	mei
鹊	z@k
阜	fru
苞	bau
嗦	so
癌	~am
恺	hoi
浚	z!n
簸	bo
曝	buk
甄	jrn
嘈	cou
翌	jik
惰	do
捶	c!i
黔	kim
绥	s!i
衅	jrn
憔	ciu
吝	l!n
珀	pak
殡	brn
褂	#a
萤	ji~
墩	d!n
褚	cv
炊	c!i
戮	luk
韬	tou
莞	gun
蜘	zi
酝	wrn
噜	lou
娅	a
姗	san
稠	cru
殉	s!n
拗	~au
拎	li~
矗	cuk
瘩	dap
惮	dan
猝	cvt
偎	wui
渎	duk
溉	koi
甥	sa~
鸥	ru
冢	cu~
迥	#i~
萦	ji~
绚	s!n
狞	ni~
惺	si~
璋	z@~
锈	sru
倔	#rt
蓓	pui
磅	bo~
孚	fu
垣	wun
屎	si
璞	pok
伽	ga
惋	wun
氧	j@~
犁	lri
淤	jv
濒	prn
揖	jrp
淇	kei
匾	bin
蕙	wri
雹	bok
搔	sou
咦	ji
嫖	piu
扉	fei
惦	dim
隘	ai
橘	#rt
栓	san
忱	srm
叽	gei
诲	fui
潦	liu
岐	kei
沂	ji
篡	san
麒	kei
贻	ji
锄	co
疙	grt
憨	hrm
蕃	fan
漱	sou
黝	jru
谒	kit
拌	bun
蹊	hri
袒	tan
矜	gi~
沓	dap
呛	c@~
跄	c@~
屹	~rt
讷	nrt
瀛	ji~
矶	gei
沅	jvn
箍	ku
骥	kei
锵	c@~
薰	frn
钊	ciu
噩	~ok
嵩	su~
瘟	wrn
恙	j@~
珂	o
荔	lri
棣	dri
泌	bei
踊	ju~
痪	wun
踉	l@~
翡	fei
麓	luk
穹	ku~
咪	mri
笠	lrp
筵	jin
茎	gi~
懦	no
捎	sau
骡	lo
褒	bou
谏	gan
唠	lou
淀	din
礁	ziu
玺	sai
渲	svn
嚎	hou
诅	zo
钵	but
暨	kei
喳	za
崛	#rt
憧	tu~
痊	cvn
谆	d!n
伫	cv
桨	z@~
荪	svn
弩	nou
肮	ho~
弼	brt
筠	#rn
圳	zrn
瀚	hon
毓	juk
煽	sin
卯	mau
抡	l!n
薯	sv
梓	zi
骋	ci~
忏	cam
汕	san
畸	kei
卞	bin
瘸	ke
藕	~ru
蹙	cuk
萱	hvn
戍	sv
澎	pa~
筱	siu
汛	s!n
嗔	zrn
胥	s!i
佯	j!i
跤	gau
掖	jik
掖	jrt
毗	pei
菁	ci~
菁	zi~
椿	c!n
篆	svn
驮	to
锚	mau
汾	frn
潺	san
隽	z!n
嘀	dik
睐	loi
鲸	ki~
鸾	lvn
烽	fu~
谛	dri
攫	fok
揍	zru
唆	so
剃	tri
淆	~au
飒	sap
蛾	~o
膺	ji~
臀	tvn
跺	do
阖	hrp
帛	bak
滇	din
盎	on
肾	srn
踞	g!i
怦	pi~
夙	suk
亵	sit
谍	dip
颔	hrm
饵	nei
瑕	ha
屿	jv
恣	zi
浣	wun
巅	din
缨	ji~
佼	gau
叟	sru
缰	g@~
邃	s!i
桢	zi~
馁	n!i
沽	gu
蹭	sr~
臾	jv
燎	liu
呱	#a
亘	gr~
踵	zu~
涟	lin
跷	hiu
廿	ja
戌	s!t
祯	zi~
荀	s!n
癫	din
卤	lou
芥	gai
嵇	kri
粱	l@~
谕	jv
枷	ga
霏	fei
痰	tam
咀	z!i
佬	lou
竣	z!n
鲤	lei
皎	gau
缤	brn
雳	lik
朕	zrm
蛟	gau
伎	gei
涎	jin
咆	pau
湍	t!n
铿	hr~
昕	jrn
煦	h!i
峦	lvn
抠	kru
憬	gi~
悻	hr~
谤	po~
绯	fei
鹦	ji~
稷	zik
鞘	ciu
璐	lou
坞	wu
哧	ci
俟	zi
攸	jru
恪	kok
吠	fri
撂	liu
蜒	jin
馅	ham
籁	lai
拄	zv
蔗	ze
茸	ju~
盅	zu~
蹋	dap
辍	zvt
埔	bou
蓟	gri
蠕	jvn
簌	cuk
秧	j@~
硫	lru
硝	siu
恻	crk
镑	bo~
抉	kvt
耘	wrn
罔	mo~
旌	si~
吮	svn
鑫	jrm
蛊	gu
砾	lik
钰	juk
邬	wu
榕	ju~
胭	jin
悚	su~
幺	jiu
懿	ji
鳖	bit
暄	hvn
鳌	~ou
枭	hiu
汶	mrn
纂	zvn
谚	jin
跻	zri
唔	m
泓	wr~
霭	oi
狩	sru
掬	guk
赈	zrn
蛤	gap
漪	ji
捍	hon
袂	mri
惆	cru
桦	wa
揩	hai
葆	bou
幡	fan
菇	gu
椰	je
臧	zo~
贰	ji
铐	kau
皿	mi~
篓	lru
偌	je
啜	zvt
湃	bai
谑	j@k
冽	lit
妩	mou
羔	gou
髻	gri
胚	pui
氮	dam
噗	pok
嫡	dik
闰	j!n
抿	mrn
渥	rk
讹	~o
窿	lu~
苓	li~
噎	jit
诃	ho
甬	ju~
邯	hon
蜕	t!i
舔	tim
腆	tin
镯	zuk
刨	pau
茉	mut
碾	nin
鹭	lou
忒	tik
叁	sam
匮	#ri
坯	pui
馋	cam
甭	br~
痹	bei
丕	pei
彝	ji
嗟	ze
铝	l!i
唧	zik
珏	gok
杳	miu
杳	jiu
鸠	gru
帚	zru
帚	zau
坍	tan
祺	kei
哝	nu~
瓮	u~
遽	g!i
箕	gei
鹉	mou
昵	nik
癖	pik
琨	#rn
嬷	ma
貂	diu
蚌	po~
濮	buk
忻	jrn
晁	ciu
覃	tam
嗒	dap
樟	z@~
椭	to
娣	dri
琥	fu
熠	jrp
涣	wun
嗨	hei
磐	pun
掳	lou
玮	wri
茗	mi~
赡	sim
狰	za~
纣	zru
烬	z!n
盂	jv
蹑	nip
榭	ze
徙	sai
坷	ho
暧	oi
摒	bi~
剌	lat
晾	lo~
蘑	mo
憩	hei
璀	c!i
蜿	jvn
翊	jik
呃	~ak
镀	dou
惴	cvn
惴	z!i
桀	git
偃	jin
舷	jin
舫	fo~
饺	gau
荤	frn
筏	frt
匝	zap
撵	lin
茬	ci
濡	jv
瞟	piu
崽	zoi
犊	duk
熹	hei
簪	zam
囗	wri
饯	zin
皖	wun
荼	tou
脐	ci
阂	~oi
玷	dim
蝠	fuk
禧	hei
羲	hei
涸	kok
谙	rm
飙	biu
咫	zi
撬	giu
撬	hiu
惬	hip
槟	brn
泵	brm
氟	frt
羌	g@~
媲	pei
檬	mu~
跛	bei
桅	~ri
臆	jik
豚	tvn
杞	gei
瘪	bit
肪	fo~
缄	gam
瘴	z@~
飨	h@~
蜷	kvn
俎	zo
鬟	wan
渤	but
腋	jit
柑	grm
馥	fuk
衢	k!i
腌	jim
瑙	nou
弈	jik
铨	cvn
喋	dip
恸	du~
喏	je
徇	s!n
晟	si~
叼	diu
堰	jin
掂	dim
咛	ni~
镌	zvn
扈	wu
诠	cvn
诘	grt
泞	ni~
碱	gan
沏	cri
沏	cit
唁	jin
挛	lvn
瞰	hrm
螃	po~
娓	mei
坂	ban
焊	hon
聿	l!t
垛	do
涓	gvn
梆	bo~
漳	z@~
榨	za
漉	luk
脓	nu~
岖	k!i
侬	nu~
獗	kvt
蝗	wo~
谧	mrt
芋	wu
嗳	oi
捅	tu~
迩	ji
怆	co~
嚓	cat
睽	$ri
蟠	pun
硅	#ri
徨	wo~
臼	kru
靓	le~
馀	jv
缥	piu
璨	can
骞	hin
蘸	zam
挝	#o
戊	mou
氨	~oi
诽	fei
瘠	zik
鳄	~ok
笆	ba
骅	wa
碳	tan
姣	gau
姣	hau
虱	srt
璜	wo~
髅	lru
飕	sru
逵	$ri
辘	luk
蛀	zv
胄	zru
榄	lam
曜	jiu
蜗	wo
痞	pei
疵	ci
烯	hei
藜	lri
搪	to~
橄	gam
骼	gak
癞	lai
㗎	ga
㓤	grt
㷫	hi~
㞹	ho
㓥	to~
𨅬	lan
㶶	nu~
䟴	~rn
䢛	#i~
𩠌	su~
昙	tam
踹	ja~
荟	wui
谟	mou
釜	fu
蟒	mo~
藐	miu
宕	do~
壕	hou
盹	d!n
麾	fri
痘	dru
珞	lok
镂	lru
翱	~ou
汩	#rt
啬	sik
糜	mei
锌	srn
鹄	guk
瞑	mi~
幔	man
槌	c!i
嵘	wi~
玖	gru
瞠	ca~
泗	si
琏	lin
臊	sou
潢	wo~
诙	fui
漩	svn
啻	ci
轶	jrt
镰	lim
睨	~ri
搐	cuk
莘	srn
猷	jru
涝	lou
攥	zan
黏	nim
呷	hap
霁	zri
赊	se
潼	tu~
腺	sin
氢	hi~
茁	zvt
俸	fu~
楔	sit
籽	zi
蝙	pin
蹴	cuk
忑	tik
踝	wa
婕	zit
馍	mo
刍	co
峪	jv
杵	cv
玑	gei
纫	jrn
蛰	zik
蛰	zit
蛰	zrt
噙	krm
赣	gu~
锹	ciu
厩	gru
啾	zru
褶	zip
囿	jru
腼	min
瘁	s!i
跚	san
舀	jiu
壹	jrt
掇	zvt
醺	frn
碘	din
摈	brn
髯	jim
懋	mru
苯	bun
禺	jv
鼾	hon
蜓	ti~
纨	jvn
纭	wrn
榷	kok
缈	miu
忐	tan
栾	lvn
昱	juk
骷	fu
酵	hau
擞	sru
讫	~rt
捱	~ai
隼	z!n
淄	zi
峥	za~
湄	mei
荻	dik
泠	li~
煜	juk
斡	wrt
敕	cik
瞌	hrp
荃	cvn
斓	lan
韫	wrn
陨	wrn
懵	mu~
眈	dam
皙	sik
牒	dip
囱	cu~
妪	jv
郸	dan
钹	but
栉	zit
呸	pei
喟	wri
柠	ni~
祚	zou
蹒	pun
骁	hiu
颦	prn
酪	lok
掰	bai
帼	#ok
蒿	hou
妲	dat
黍	sv
掸	sin
臃	ju~
迤	ji
痉	gi~
泯	mrn
灸	gru
戛	gat
褛	lru
饷	h@~
柩	gru
裨	bei
铛	do~
颀	kei
缮	sin
湮	jin
嫦	s@~
箴	zrm
疟	j@k
垠	~rn
膘	biu
羚	li~
仄	zrk
猥	wri
猥	wui
飓	g!i
烨	jip
咂	zap
蹿	cvn
怵	z!t
箔	bok
饨	trn
剁	d@k
皑	~oi
黠	kit
萼	~ok
蟾	sim
贲	brn
陲	s!i
褴	lam
仞	jrn
阪	ban
阪	fan
佃	tin
麝	se
螂	lo~
胫	gi~
噤	grm
沱	to
婊	biu
塾	suk
镣	liu
恿	ju~
壬	jrm
剽	piu
熨	wri
镐	gou
氯	luk
锢	gu
骰	sik
佚	jrt
蜚	fei
炖	d!n
椽	cvn
缜	zrn
孀	s@~
讴	ru
啐	c!i
隍	wo~
弋	jik
淖	nau
秆	gon
绉	zru
啮	~it
胯	$a
儡	l!i
虬	kru
咤	za
龛	hrm
挞	tat
劾	hrt
孵	fu
嚏	tri
蜻	ci~
罹	lei
讣	fu
戾	l!i
祐	jru
淅	sik
佞	ni~
慵	ju~
鄱	bo
刽	kui
蹶	kvt
稣	sou
濯	zok
獭	cat
泾	gi~
俑	ju~
羿	~ri
雉	zi
泸	lou
涔	srm
倭	wo
岌	krp
遨	~ou
洱	ji
呗	bai
痢	lei
焱	jim
耦	~ru
夯	ha~
挎	$a
郢	ji~
殓	lim
迳	gi~
泱	j@~
畹	jvn
颧	kvn
祛	k!i
彗	wri
砷	srn
婵	sim
罡	go~
闩	san
胤	jrn
倌	gun
蟆	ma
阉	jim
浒	wu
唏	hei
劭	siu
磬	hi~
娑	so
铣	sin
疹	crn
耆	kei
豺	cai
粼	l!n
秸	gai
飚	biu
赳	dru
蚣	gu~
俪	lri
抨	pi~
锺	zu~
箩	lo
渚	zv
溥	pou
谪	zak
骊	lei
橹	lou
町	ti~
溟	mi~
桧	kui
谄	cim
鬃	zu~
绶	sru
滓	zi
槁	gou
嘹	liu
撷	git
莓	mui
咿	ji
叵	po
銮	lvn
匍	pou
孪	lvn
婀	o
旖	ji
闾	l!i
睑	gim
睑	lim
翦	zin
蚓	jrn
僮	tu~
啰	lo
倜	tik
幄	rk
珩	hr~
犷	#o~
捋	lvt
饪	jrm
狙	z!i
嗖	sru
芍	c@k
窈	miu
轼	sik
徵	zi~
愫	sou
俾	bei
怂	su~
铢	zv
驷	si
岫	zru
罄	hi~
韭	gru
谀	jv
蹂	jru
宸	srn
噶	ga
谩	man
酗	jv
泅	jru
诿	wri
滢	ji~
嚅	jv
鲨	sa
卅	sa
矾	fan
仃	di~
涿	d@k
裱	biu
爿	ban
爿	c@~
嗫	zip
傀	fai
锲	kit
榛	z!n
樽	z!n
脍	kui
澹	dam
哒	dat
晔	jip
唷	jo
洵	s!n
揄	jv
粲	can
诩	h!i
铬	gok
邝	$o~
撅	kvt
糯	no
挹	jrp
峋	s!n
逅	hru
砺	lri
坳	au
蟀	s!t
咔	ka
釉	jru
傩	no
匐	bak
琮	cu~
蜈	~
躏	l!n
侗	tu~
艮	grn
囔	no~
砧	zrm
蜃	srn
滂	po~
灏	hou
囡	nam
钠	nap
囤	tvn
蚤	zou
鳗	man
礴	bok
诌	zru
埂	gr~
箸	zv
啕	tou
菠	bo
莆	pou
笈	krp
舐	sai
鸨	bou
潞	lou
宓	mrt
莅	lei
邂	hai
堑	cim
谲	kvt
巽	s!n
嘤	ji~
涪	fru
衾	krm
霾	mri
颍	wi~
侏	zv
茱	zv
浔	crm
鲫	zik
恫	tu~
颉	git
窕	tiu
柚	jru
砥	dri
糠	ho~
怏	j@~
峒	du~
噫	ji
蟋	sik
蚯	jru
衲	nap
佰	bak
嫔	brn
蛆	z!i
拮	git
佘	se
蔺	l!n
汴	bin
胺	~on
靥	jip
嗑	hrp
谗	cam
翳	~ri
绺	lru
裟	sa
吒	za
遑	wo~
恁	jrm
淬	c!i
窠	wo
觞	s@~
颌	hrp
牍	duk
娩	man
娩	min
腴	jv
胰	ji
郴	srm
嬴	ji~
觊	gei
粽	zu~
搽	ca
琬	jvn
偻	lru
聒	kut
嗷	~ou
潍	wri
碴	za
鹫	zru
瘀	jv
