的	dik
弊	bri
坪	pi~
敝	bri
裘	kru
呸	pei
憎	zr~
拎	li~
唾	t@
唾	to
瑛	ji~
叭	ba
叭	pa
揖	jrp
蜘	zi
秉	bi~
壤	j@~
惚	frt
牟	mru
牟	muk
祁	kei
蜥	sik
炒	cau
婕	zit
甸	din
碟	dip
叟	sru
猝	cvt
斟	zrm
啤	be
啤	bi
啤	pe
髓	s!i
寰	wan
峙	ci
峙	si
赦	se
噪	cou
腮	soi
遏	kit
遏	at
哽	gr~
哽	r~
芽	~a
婪	lam
倭	wo
卵	l!n
炙	zek
炙	zik
祟	s!i
邸	dri
骸	hai
磋	co
涕	tri
瀚	hon
邢	ji~
捶	c!i
袱	fuk
洽	hrp
峭	ciu
檀	tan
祀	zi
滕	tr~
柬	gan
嵩	su~
嬉	hei
僚	liu
睬	coi
葱	cu~
缸	go~
杉	cam
虔	kin
拽	jri
廓	$ok
恃	ci
竿	gon
恙	j@~
瑚	wu
漪	ji
睫	zit
蝙	pin
佬	lou
蚊	mrn
翡	fei
朔	sok
踹	ja~
踹	cai
嗖	sru
芊	cin
崎	kei
啃	hr~
璋	z@~
慷	hu~
慷	ho~
咋	zak
咋	za
檐	jim
鞍	on
剿	ziu
剿	cau
腑	fu
悚	su~
匈	hu~
漩	svn
聆	li~
搐	cuk
蓓	pui
扒	pa
扒	bat
穹	ku~
瑕	ha
珀	pak
暑	sv
溶	ju~
靡	mei
晦	fui
喳	za
咄	cvt
咄	d!t
墟	h!i
煎	zin
芯	srm
亢	ko~
亢	go~
屯	z!n
屯	tvn
曦	hei
獠	liu
厘	lei
懦	no
渣	za
桀	git
恬	tim
褪	trn
嵋	mei
庇	bei
褚	cv
拯	ci~
衲	nap
眺	tiu
悴	s!i
酋	jru
珂	o
狙	z!i
汰	tai
粥	zuk
佟	tu~
芮	j!i
奄	jim
剖	pru
剖	fru
伽	ga
忡	cu~
萎	wri
鬟	wan
奠	din
熠	jrp
熠	sap
憔	ciu
崆	hu~
弛	ci
褐	hot
勘	hrm
妲	dat
唰	cat
惺	si~
膏	gou
筠	#rn
嗨	hei
嗨	hai
怦	pi~
晤	~
俐	lei
棱	li~
竺	zuk
烙	lok
睿	j!i
溺	nik
牡	mau
藩	fan
庵	rm
憨	hrm
瘟	wrn
昕	jrn
徊	wui
偌	je
髯	jim
庶	sv
札	zat
徘	pui
曙	cv
殆	doi
殆	toi
巳	zi
澎	pa~
掣	zri
惘	mo~
槽	cou
曳	jri
胤	jrn
惋	wun
惋	jvn
倡	c@~
芭	ba
琛	srm
蹭	sr~
庚	gr~
仕	si
貂	diu
嚓	cat
蜴	jik
募	mou
昱	juk
圳	zrn
氧	j@~
悻	hr~
佯	j!i
佯	j@~
隋	c!i
筱	siu
忑	tik
捅	tu~
捺	nat
茉	mut
佗	to
睨	~ri
邃	s!i
霏	fei
屎	si
乒	bi~
乒	pi~
忐	tan
暄	hvn
簌	cuk
涎	jin
蟹	hai
茄	ga
茄	ke
漱	sou
漱	sru
嗣	zi
瑭	to~
熔	ju~
冽	lit
棕	zu~
蛙	wa
晁	ciu
裔	j!i
膳	sin
殃	j@~
茱	zv
苛	ho
痊	cvn
樵	ciu
烘	ho~
烘	hu~
懿	ji
扼	~rk
扼	ak
吆	jiu
孜	zi
幡	fan
咎	gou
咎	gru
蔬	so
酣	hrm
隧	s!i
禾	wo
黏	nim
湃	bai
崛	#rt
嘈	cou
眈	dam
皙	sik
礁	ziu
琅	lo~
睦	muk
薰	frn
璐	lou
邑	jrp
躇	cv
菌	$rn
迢	tiu
臻	z!n
篝	gru
靳	grn
咨	zi
煜	juk
聿	l!t
榴	lru
帷	wri
毋	mou
橙	ca~
雌	ci
丙	bi~
琥	fu
匡	ho~
狩	sru
羿	~ri
璀	c!i
冕	min
蠕	jvn
蠕	jv
砌	cri
戾	l!i
拈	nim
酌	z@k
忒	tik
戎	ju~
苔	toi
栩	h!i
吝	l!n
啜	zvt
甬	ju~
莞	gun
莞	wun
窖	gau
傀	fai
蜷	kvn
岱	doi
疙	grt
疙	~rt
乓	po~
乓	brm
棣	dri
磅	bo~
磅	po~
焱	jim
猖	c@~
簿	bou
譬	pei
拗	~au
拗	au
煦	h!i
葵	$ri
瘩	dap
笠	lrp
趾	zi
攸	jru
剌	lat
唧	zik
唧	zek
睽	$ri
紊	mrn
靶	ba
糙	cou
宦	wan
吮	svn
勺	c@k
勺	s@k
勺	z@k
邯	hon
鄂	~ok
圭	#ri
侈	ci
杠	go~
炬	g!i
橡	z@~
孰	suk
琶	pa
泓	wr~
麾	fri
昵	nik
屹	~rt
恤	s!t
寐	mei
婧	zi~
韶	siu
菇	gu
椒	ziu
荀	s!n
癸	#ri
饕	tou
啐	c!i
岑	srm
攘	j@~
琵	pei
稷	zik
矜	gi~
楣	mei
噎	jit
呱	#a
崽	zoi
拷	hau
瞠	ca~
奚	hri
湮	jin
湮	jrn
劭	siu
茗	mi~
璨	can
儡	l!i
冢	cu~
蜈	~
珞	lok
咻	jru
笈	krp
扈	wu
壑	kok
骰	sik
撰	zan
噤	grm
煽	sin
炳	bi~
捻	nin
嗒	dap
嗒	drp
嗒	tap
浣	wun
窿	lu~
鑫	jrm
磷	l!n
蜒	jin
噔	dr~
咔	ka
扉	fei
扉	fit
穗	s!i
茸	ju~
踞	g!i
皂	zou
璞	pok
垢	gru
枷	ga
珏	gok
矗	cuk
蹊	hri
蹊	kri
粟	suk
呦	jru
唆	so
寅	jrn
撮	cvt
羹	gr~
楮	cv
灶	zou
灶	cou
餮	tit
嬴	ji~
遐	ha
胭	jin
榕	ju~
胯	$a
迂	jv
惦	dim
伎	gei
癌	~am
黠	kit
逵	$ri
嫡	dik
悼	dou
喏	je
帛	bak
啄	d@k
啄	d@~
咣	#o~
咫	zi
骼	gak
舷	jin
祠	ci
箍	ku
袂	mri
溟	mi~
淤	jv
囔	no~
蚣	gu~
痞	pei
吒	za
迄	~rt
稼	ga
汀	di~
汀	ti~
漉	luk
椎	z!i
醇	s!n
瘤	lru
桅	~ri
桅	wri
喵	miu
亥	hoi
渝	jv
淼	miu
蛾	~o
髻	gri
幌	fo~
憧	tu~
憧	cu~
梗	gr~
瓢	piu
殉	s!n
翟	dik
翟	zak
盎	on
盎	o~
簧	wo~
孺	jv
伢	~a
楷	gai
楷	kai
惴	cvn
惴	z!i
咀	z!i
蒜	svn
掂	dim
杵	cv
瞑	mi~
峒	du~
峒	tu~
曜	jiu
螂	lo~
毗	pei
芥	gai
蜿	jvn
翊	jik
卉	wri
翱	~ou
拴	san
湄	mei
稠	cru
咂	zap
燎	liu
猥	wri
猥	wui
溯	sou
佼	gau
喋	dip
渥	rk
曝	buk
曝	bou
剃	tri
羔	gou
匾	bin
汲	krp
吠	fri
蛤	gap
蛤	grp
蛤	ha
藻	zou
烹	pa~
烹	br~
蹋	dap
迥	#i~
岐	kei
耷	drp
耷	dap
隘	ai
淬	c!i
嚅	jv
慵	ju~
烽	fu~
橘	#rt
翌	jik
濮	buk
蟾	sim
垣	wun
锺	zu~
抉	kvt
茬	ci
茬	ca
啷	lo~
淇	kei
硝	siu
褥	juk
踝	wa
梓	zi
唷	jo
玎	di~
憬	gi~
蕉	ziu
墩	d!n
墩	drn
毡	zin
蕃	fan
弼	brt
肇	siu
晟	si~
呲	zi
毓	juk
袒	tan
拌	bun
臾	jv
瀛	ji~
簪	zam
懵	mu~
跤	gau
胴	du~
浚	z!n
唏	hei
筏	frt
甥	sa~
甥	sr~
蝗	wo~
捍	hon
膺	ji~
芹	krn
嘭	pa~
炕	ko~
炕	ho~
匐	bak
羌	g@~
娓	mei
壕	hou
宓	mrt
隼	z!n
泌	bei
泌	brt
桔	grt
桔	git
圃	pou
抒	sv
磐	pun
萃	s!i
魃	bat
萼	~ok
皎	gau
簸	bo
姒	ci
叼	diu
瞿	g!i
瞿	k!i
剁	d@k
篆	svn
羲	hei
蕙	wri
隅	jv
瘸	ke
炊	c!i
腆	tin
嫖	piu
惆	cru
媲	pei
娉	pi~
褒	bou
旖	ji
噘	kvt
呤	li~
荃	cvn
捋	lvt
胥	s!i
潺	san
卯	mau
撅	kvt
涔	srm
舫	fo~
柿	ci
偕	gai
汩	#rt
榨	za
苞	bau
胄	zru
坍	tan
麓	luk
掬	guk
礴	bok
糜	mei
壹	jrt
埔	bou
凋	diu
蹂	jru
荼	tou
臧	zo~
褂	#a
褂	$a
筐	$a~
筐	ho~
筵	jin
蘑	mo
潞	lou
榆	jv
黔	kim
玟	mrn
婊	biu
旌	si~
旌	zi~
魑	ci
嫦	s@~
卞	bin
瘴	z@~
丕	pei
麴	guk
麴	kuk
腋	jit
腋	jik
撂	liu
偃	jin
醺	frn
嗥	hou
渭	wri
蟆	ma
蟆	mou
盅	zu~
沓	dap
榭	ze
婀	o
郢	ji~
噼	pik
琬	jvn
栓	san
冗	ju~
睚	~ai
硫	lru
癖	pik
霈	pui
甭	br~
侏	zv
拄	zv
夙	suk
渲	svn
秤	ci~
秤	pi~
攫	fok
岌	krp
岌	~rp
遽	g!i
蛆	z!i
赧	nan
踵	zu~
汴	bin
窈	miu
潼	tu~
靼	dat
沅	jvn
掰	bai
攥	zan
藕	~ru
幔	man
篡	san
恣	zi
蟠	pun
蟠	fan
噌	zr~
哺	bou
跚	san
馥	fuk
孚	fu
僖	hei
窕	tiu
盂	jv
囤	tvn
喟	wri
跛	bei
跛	bri
跛	bo
刨	pau
槌	c!i
臊	sou
苜	muk
渤	but
螳	to~
捎	sau
糗	cru
糗	jru
薯	sv
徨	wo~
瑙	nou
噫	ji
妤	jv
隗	wri
裟	sa
戍	sv
摹	mou
捱	~ai
旎	nei
嚏	tri
粤	jvt
姣	gau
姣	hau
碳	tan
哂	sai
哂	crn
啾	zru
娼	c@~
揩	hai
沂	ji
舶	bok
舶	pak
啻	ci
阜	fru
弋	jik
恪	kok
蜃	srn
搪	to~
挲	so
娑	so
嗝	gak
桉	~on
桉	on
杳	miu
杳	jiu
碾	nin
袈	ga
摒	bi~
孵	fu
菡	ham
哐	$a~
哐	ho~
哐	ko~
羚	li~
撬	giu
撬	hiu
罔	mo~
倜	tik
倌	gun
藐	miu
髦	mou
猊	~ri
汐	zik
臌	gu
獒	~ou
粼	l!n
杞	gei
蚌	po~
揄	jv
竣	z!n
嗲	de
瞌	hrp
胚	pui
恁	jrm
啵	bo
匍	pou
痰	tam
蛹	ju~
畿	gei
殛	gik
泯	mrn
潦	liu
潦	lou
犁	lri
苓	li~
俟	zi
弈	jik
汛	s!n
螓	c!n
玷	dim
瞰	hrm
椰	je
垠	~rn
邕	ju~
臆	jik
挎	$a
粱	l@~
涸	kok
糯	no
霾	mri
禧	hei
俸	fu~
箕	gei
坷	ho
祗	zi
熹	hei
俑	ju~
噙	krm
湍	t!n
芋	wu
噶	ga
巽	s!n
汕	san
仞	jrn
釜	fu
鬃	zu~
嗵	tu~
螭	ci
洵	s!n
珈	ga
魍	mo~
摁	on
疵	ci
忤	~
汾	frn
汜	ci
琰	jim
惰	do
蚯	jru
梆	bo~
漳	z@~
粲	can
恿	ju~
咿	ji
咤	cak
憩	hei
睥	pri
沽	gu
犄	gei
怏	j@~
鼾	hon
堰	jin
帚	zru
帚	zau
亟	gik
苯	bun
宸	srn
僮	tu~
豺	cai
翦	zin
旃	zin
蚓	jrn
趄	z!i
劾	hrt
趔	lit
蜻	ci~
滇	din
滇	tin
呷	hap
暹	cim
蠡	lri
淄	zi
溉	koi
坳	au
皋	gou
螃	po~
蘅	hr~
剽	piu
坂	ban
涓	gvn
魈	siu
袤	mru
濡	jv
昀	wrn
徙	sai
瑁	mou
瑁	mui
斡	wrt
斡	gun
斡	wat
褶	zip
痣	zi
晾	lo~
廿	ja
揶	je
炖	drn
氤	jrn
蹩	bit
芍	c@k
芍	z@k
愫	sou
玳	doi
嗬	ho
臼	kru
淅	sik
嘣	pr~
腺	sin
壬	jrm
瘁	s!i
堇	grn
侗	tu~
侗	du~
匝	zap
孱	can
孱	san
灸	gru
畸	kei
碴	za
羯	kit
暨	kei
彝	ji
嘹	liu
雹	bok
忱	srm
蔫	jin
荔	lri
硅	#ri
悖	bui
夥	fo
盹	d!n
琊	je
敕	cik
禺	jv
藜	lri
蟑	z@~
潢	wo~
夔	$ri
橄	gam
酆	fu~
淆	~au
涮	san
垛	do
啕	tou
孬	nau
孬	bou
臃	ju~
澹	dam
耘	wrn
徵	zi~
徵	zi
豚	tvn
豚	trn
汶	mrn
皿	mi~
遑	wo~
倨	g!i
燧	s!i
佻	tiu
碉	diu
摞	lo
掖	jik
掖	jrt
峋	s!n
戛	gat
蒯	#ai
叵	po
泗	si
鄢	jin
鏖	~ou
邋	lat
舐	sai
獗	kvt
酉	jru
煊	svn
煊	hvn
嗟	ze
忻	jrn
泱	j@~
蔻	kru
蓁	z!n
琮	cu~
遢	tat
庖	pau
荻	dik
遨	~ou
秧	j@~
怵	z!t
瘠	zik
瘠	zek
忪	zu~
忪	su~
卟	buk
腴	jv
嶙	l!n
犒	hou
焊	hon
摺	zip
摺	zit
珩	hr~
葳	wri
斫	z@k
跆	toi
珉	mrn
泠	li~
忸	nuk
忸	nru
彗	wri
彗	s!i
麝	se
耙	pa
耙	ba
岷	mrn
粽	zu~
佝	k!i
佝	kru
蜓	ti~
笆	ba
怩	nei
掇	zvt
艮	grn
舀	jiu
膘	biu
踮	dim
濠	hou
狒	frt
宕	do~
皖	wun
燮	sip
燮	sit
邙	mo~
喙	fui
莓	mui
椿	c!n
陲	s!i
恫	tu~
恫	du~
檄	hrt
弭	mei
漕	cou
荑	ji
槿	grn
牒	dip
雉	zi
雉	ci
橇	hiu
戊	mou
猷	jru
衾	krm
祚	zou
逅	hru
肪	fo~
洱	ji
洱	nei
峪	jv
峪	juk
鄱	bo
鄱	po
箬	j@k
繇	jiu
繇	jru
莆	pou
阪	ban
阪	fan
佞	ni~
麋	mei
搡	so~
蘸	zam
岈	~a
唳	l!i
娣	dri
戌	s!t
幄	rk
霰	sin
蚱	zak
蚱	za
昶	co~
狻	svn
荏	jrm
磬	hi~
昴	mau
杈	ca
砥	dri
俎	zo
瘀	jv
邂	hai
沏	cri
沏	cit
邈	miu
邈	mok
埠	fru
坯	pui
咭	kat
咭	grt
蹇	gin
俾	bei
蜚	fei
箐	zi~
箐	sin
籽	zi
嗄	a
腓	fei
鞅	j@~
蹶	kvt
迤	ji
赳	dru
赳	gru
刎	mrn
聒	kut
抨	pi~
腌	jim
腌	jip
炷	zv
淙	zu~
磺	wo~
氅	co~
胛	gap
遛	lru
涿	d@k
酪	lok
糠	ho~
翕	jrp
翕	hrp
姝	zv
佶	grt
茴	wui
呔	tai
檬	mu~
衩	ca
柩	gru
翳	~ri
翳	ri
纂	zvn
跖	zek
琨	#rn
佃	tin
佃	din
嗑	hrp
嗑	hap
沱	to
楔	sit
徇	s!n
儆	gi~
貉	hok
潸	san
仨	sam
圜	wan
孀	s@~
秣	mut
蜍	c!i
汨	mik
汨	#rt
唁	jin
舄	sik
呶	nau
莜	diu
莜	jru
椋	l@~
聃	dam
逖	tik
剜	wun
佰	bak
茁	zvt
罄	hi~
町	ti~
町	di~
蛀	zv
嵇	kri
砝	fat
螟	mi~
玖	gru
蛭	zrt
祛	k!i
裨	bei
裨	pei
氐	dri
湫	ziu
葆	bou
蒺	zrt
睇	tri
樽	z!n
涪	fru
囡	nam
蹴	cuk
篙	gou
葩	ba
葩	pa
濯	zok
矍	fok
溥	pou
盥	fun
盥	gun
黜	z!t
黜	c!t
黜	zvt
覃	tam
煅	dvn
坨	to
淞	su~
犟	g@~
璜	wo~
樟	z@~
菠	bo
瘌	lat
滂	po~
葭	ga
槁	gou
獐	z@~
殄	crn
殄	tin
酵	hau
噱	c@k
噱	g@k
醐	wu
崧	su~
砧	zrm
蔗	ze
榷	kok
泵	brm
槊	sok
醍	tri
逡	s!n
鎏	lru
灞	ba
酗	jv
咩	me
咩	mei
箴	zrm
蚤	zou
罹	lei
滓	zi
釉	jru
熨	wri
熨	to~
熨	wrn
塾	suk
瑗	jvn
挹	jrp
夯	ha~
囫	frt
酡	to
痍	ji
痿	wri
莘	srn
兕	zi
奘	zo~
獬	hai
箸	zv
崴	wri
崴	wai
蝮	fuk
柑	grm
圉	jv
馗	$ri
嶂	z@~
莒	g!i
豢	wan
衢	k!i
仄	zrk
痘	dru
嚯	fok
碇	di~
晷	#ri
渚	zv
隍	wo~
砣	to
泅	jru
泅	cru
懋	mru
仝	tu~
稔	nrm
泫	jvn
哞	mru
乜	mrt
乜	me
蓿	suk
耒	l!i
耒	loi
糅	jru
烯	hei
貅	jru
猱	nau
犴	hon
褓	bou
偈	git
偈	gri
溧	l!t
訇	#r~
媾	gru
媾	kru
榛	z!n
葺	crp
蚨	fu
掾	jvn
靛	din
螯	~ou
耦	~ru
萋	cri
徉	j@~
枰	pi~
褫	ci
琚	g!i
蜮	wik
抻	crn
襁	k@~
遴	l!n
蓑	so
皈	#ri
娩	man
娩	min
虱	srt
菟	tou
箝	kim
狎	hap
邳	pei
阡	cin
忝	tim
窳	jv
貔	pei
炅	#ri
炅	#i~
舢	san
糨	g@~
髭	zi
沆	ho~
腩	nam
秸	gai
氮	dam
孑	kit
愎	bik
睢	s!i
薜	bri
嘞	lrk
狴	bri
悌	dri
悌	tri
猢	wu
爻	~au
羸	l!i
嶷	jik
嶷	ji
蒿	hou
稹	zrn
雒	lok
仃	di~
俅	kru
狍	pau
梏	guk
橐	tok
黢	z!t
徜	s@~
桎	zrt
鬣	lip
擢	zak
擢	zok
擢	cok
肓	fo~
璺	mrn
碘	din
祉	zi
榔	lo~
肛	go~
濂	lim
芩	krm
鼬	jru
臬	nip
臬	jit
岫	zru
氯	luk
箔	bok
貊	mrk
澧	lri
蜇	zit
蜢	ma~
寮	liu
蛔	wui
酊	di~
璁	cu~
砒	pei
纛	duk
楸	cru
蟊	mau
煲	bou
爿	ban
爿	c@~
狷	gvn
媸	ci
蛐	kuk
莠	jru
旮	go
酩	mi~
硭	mo~
蚋	j!i
赭	ze
歃	sap
耆	kei
嘬	zvt
茯	fuk
邴	bi~
訾	zi
卅	sa
祆	jiu
祆	hin
甯	ni~
蹉	co
氨	~oi
氨	on
遒	cru
僭	zim
僭	cim
倥	hu~
孢	bau
嵬	~ri
旯	lo
妁	z@k
岬	gap
孛	but
泖	mau
裾	g!i
跎	to
囿	jru
悒	jrp
檑	l!i
蚺	jim
痂	ga
虺	wri
牯	gu
煨	wui
獾	fun
眇	miu
伉	ko~
祧	tiu
啖	dam
揆	$ri
苻	fu
笞	ci
豕	ci
耄	mou
痔	zi
菀	jvn
嫫	mou
蟋	sik
拮	git
拮	grt
暝	mi~
滁	cv
滁	c!i
弁	bin
荇	hr~
逶	wri
蚪	dru
喑	jrm
喑	~rm
蟀	s!t
嘁	cik
嘁	ci
糸	mik
觥	#r~
晗	hrm
蝌	fo
俚	lei
磔	zak
墒	s@~
搽	ca
姘	pi~
湎	min
螫	cik
畹	jvn
笮	zak
菅	gan
肱	#r~
傈	l!t
汞	hu~
蓐	juk
徭	jiu
剡	jim
猁	lei
柚	jru
逑	kru
捭	bai
鬈	kvn
挈	kit
炻	sek
裱	biu
蕤	j!i
悱	fei
猞	se
楹	ji~
恚	wri
衽	jrm
貘	mok
凼	trm
蜉	fru
粕	pok
雩	jv
斛	huk
珙	gu~
筅	sin
胰	ji
洌	lit
觜	z!i
觜	zi
瘙	sou
唿	frt
戕	c@~
埂	gr~
拊	fu
螈	jvn
郗	ci
仵	~
烊	j@~
篁	wo~
搴	hin
獍	gi~
杷	pa
醴	lri
邰	toi
郜	gou
堞	dip
牝	prn
湟	wo~
酃	li~
冼	sin
氦	hoi
篾	mit
杌	~rt
硌	gok
硌	lok
碣	kit
鏊	~ou
虻	mo~
膂	l!i
咴	fui
暾	trn
窨	jrm
鼐	nai
洮	jiu
洮	tou
胱	#o~
竦	su~
虢	#ik
椽	cvn
韭	gru
佤	~a
蕨	kvt
屐	kek
癯	k!i
侔	mru
腚	di~
腱	gin
圻	kei
眙	ji
竽	jv
尜	zim
尜	gat
趺	fu
蝰	#ri
蝰	$ri
囹	li~
洇	jrn
芫	jvn
宥	jru
樘	to~
酶	mui
墉	ju~
嘌	piu
恂	s!n
罅	la
椴	dvn
彀	gru
洹	wun
盱	h!i
噻	srk
旄	mou
犍	gin
庹	tok
欹	kei
珥	ji
吡	bei
狃	nru
圩	h!i
搠	sok
炔	kvt
踟	ci
仟	cin
戡	hrm
苫	sim
襦	jv
擀	gon
昃	zrk
犰	kru
蟥	wo~
蹼	buk
蹼	pok
殳	sv
妣	bei
楫	zip
燹	sin
傣	dai
傣	tai
狁	wrn
帔	pei
圄	jv
痢	lei
嵯	co
樨	sri
畲	se
瘐	jv
瓴	li~
蠹	dou
柞	zok
砦	zai
杼	cv
芨	grp
蛉	li~
吖	a
笳	ga
黟	ji
舛	cvn
憷	co
稞	fo
佚	jrt
苡	ji
勐	ma~
淖	nau
澍	sv
勖	huk
褡	dap
薨	#r~
濉	s!i
檫	cat
郇	s!n
罨	jim
罨	rp
罨	~rp
邗	hon
搦	nik
喁	jv
喁	ju~
枋	fo~
煸	bin
矽	zik
苕	tiu
謇	gin
垓	goi
沔	min
粑	ba
蝓	jv
躅	zuk
瀣	hai
迓	~a
杓	biu
杓	s@k
喈	gai
烷	jvn
蜊	lei
堠	hru
鄯	sin
幛	z@~
愀	ciu
瓤	no~
蕈	crm
怫	frt
坩	hrm
焙	bui
氰	ci~
疥	gai
肜	ju~
氟	frt
笫	zi
褰	hin
痼	gu
黍	sv
沭	s!t
菸	jin
衿	grm
艏	sru
裎	ci~
孳	zi
庠	c@~
旒	lru
栳	lou
亳	bok
艨	mu~
邛	ku~
麂	gei
尻	hau
豌	wun
踽	g!i
艄	sau
眭	$ri
陂	bei
陂	pei
陂	po
氖	nai
笏	frt
怛	dat
蚍	pei
殍	piu
淝	fei
淝	fe
菘	su~
蒹	gim
忉	dou
桁	ha~
桁	hr~
桁	ho~
疹	crn
蝣	jru
喱	lei
喱	le
妊	jrm
萑	wun
擘	mak
逋	bou
苒	jim
歙	krp
歙	sip
焯	c@k
矬	co
疽	z!i
艟	tu~
縻	mei
亍	cuk
佧	ka
叻	lek
趿	tat
趿	sap
勰	hip
嘏	ga
桫	so
翥	zv
雎	z!i
觚	gu
洄	wui
焓	hrm
跗	fu
猗	ji
胺	~on
胺	on
笤	tiu
篦	bei
踅	cit
踅	cvt
棼	frn
睾	gou
漭	mo~
瞽	gu
逄	po~
哚	d@
砬	lap
砬	la
蝥	mau
陟	zik
耋	dit
酮	tu~
塄	le~
蚧	gai
枸	gru
枸	g!i
柢	dri
笄	gri
醮	ziu
彖	t!n
稗	bai
窠	wo
窠	fo
萘	noi
郯	tam
掮	kin
尢	wo~
鼙	pei
畦	$ri
舸	ho
帑	to~
睃	z!n
睃	so
蚜	~a
溘	hrp
蠃	lo
岢	ho
矸	gon
狳	jv
祜	wu
囟	s!n
扦	cin
庾	jv
菔	fuk
蟛	pa~
嗉	sou
擤	sr~
莪	~o
醪	lou
倬	c@k
爰	wun
蚰	jru
鬻	juk
栲	hau
蛄	gu
嬗	sin
鋈	juk
杲	gou
柘	ze
毖	bei
禳	j@~
耔	zi
侑	jru
娠	srn
槎	ca
芾	fri
豳	brn
孥	nou
綦	kei
洙	zv
榫	s!n
疣	jru
砭	bin
筮	sri
愆	hin
耪	po~
薅	hou
蜞	kei
崤	~au
茇	bat
啁	zru
啁	zau
氪	hrk
萁	kei
墀	ci
芪	kei
莰	ham
莰	hrm
菏	ho
嵊	si~
蛩	ku~
楂	za
乩	gei
捌	bat
毽	jin
愍	mrn
瘢	ban
儋	dam
樾	jvt
滹	fu
茌	ci
骶	dri
刖	jvt
嫜	z@~
溏	to~
螽	zu~
囝	zri
囝	zoi
囝	nam
戽	fu
橛	gvt
舂	zu~
遄	cvn
坭	nri
澶	sin
熵	s@~
飧	svn
柙	hap
硎	ji~
蔌	cuk
冱	wu
殂	cou
艉	mei
蠼	k!i
匏	pau
尕	ga
攮	no~
樗	sv
髡	$rn
坻	dri
椐	g!i
瓠	wok
瓠	wu
髁	fo
彘	zi
棹	z@k
棹	zau
隈	wui
朐	k!i
芰	gei
敉	mri
暌	$ri
泔	grm
黧	lri
蓖	bei
醯	hei
哏	grn
甑	zr~
疋	prt
膣	zrt
螅	sik
髫	tiu
宄	#ri
摭	zek
檠	ki~
盍	hrp
棰	z!i
苷	grm
蹁	pin
鞣	jru
圯	ji
涑	cuk
箜	hu~
芎	gu~
蔟	cuk
鍪	mru
夤	jrn
熘	lru
硼	pa~
硼	pr~
秫	s!t
枳	zrt
枳	zi
礅	d!n
耨	nru
茭	gau
捩	l!i
捩	lri
捩	lit
柁	to
苴	z!i
苴	c!i
寤	~
牖	jru
醚	mri
肄	si
肄	ji
脘	gun
酎	zru
柒	crt
浠	hei
壅	ju~
枇	pei
楱	z!n
焐	~
秭	zi
笥	zi
茈	ci
跏	ga
怙	wu
枵	hiu
痱	fei
痱	fri
膈	gak
卮	zi
圊	ci~
圮	pei
堀	#rt
氚	cvn
皴	s!n
皴	c!n
蟮	sin
邡	fo~
廨	gai
觳	huk
檗	pak
漯	l!i
漯	lok
瓿	pru
眚	sa~
芴	mrt
郴	srm
徼	giu
徼	hiu
楗	gin
莨	l@~
莨	lo~
酰	sin
笊	zau
黥	ki~
僳	suk
芏	dou
菖	c@~
蓊	ju~
袢	pan
旆	pui
曛	frn
汊	ca
硒	sri
穰	j@~
粳	gr~
塬	jvn
曩	no~
蕞	z!i
玢	frn
蕖	k!i
厝	cou
坶	muk
屣	sai
揎	svn
榧	fei
芑	gei
鬲	gak
仂	lrk
婺	mou
嫠	lei
癍	ban
癔	ji
碓	d!i
缶	fru
蘧	k!i
妗	krm
痦	~
蛑	mru
詈	lei
柰	noi
浜	bi~
浜	bo~
蓼	liu
蛞	fut
蛞	kut
鄣	z@~
藿	fok
酢	cou
燔	fan
猓	#o
蘼	mei
趵	pau
酲	ci~
屙	o
揸	za
笸	po
笸	grm
鄄	gvn
黻	frt
伲	nei
蜣	g@~
蜩	tiu
揠	at
昝	zan
溽	juk
胙	zou
萏	dam
隹	z!i
麈	zv
妯	zuk
孓	kvt
溱	z!n
碚	pui
蕺	crp
髀	bei
坫	dim
戢	crp
糌	zam
邶	bui
坼	cak
梃	ti~
瞢	mu~
菽	suk
豉	si
仳	pei
堙	jrn
忭	bin
砷	srn
筌	cvn
艿	nai
郅	zrt
廑	grn
廑	krn
敫	gik
癜	din
碹	svn
磙	#rn
篪	ci
苣	g!i
嗍	sok
欷	hei
淦	grm
甏	pa~
胝	zi
蓍	si
裉	kr~
娌	lei
椹	zrm
翮	gak
郾	jin
鞫	guk
卣	jru
圬	wu
尥	liu
槲	huk
氘	dou
耩	kru
迨	doi
啉	lrm
圪	~rt
廴	jrn
熳	man
璩	k!i
胗	zrn
薹	toi
唑	zo
溻	tap
瘰	lo
砩	frt
羝	dri
茺	cu~
俳	pai
刳	fu
唣	zou
悝	fui
慊	him
瘳	cru
茼	tu~
麇	$rn
麇	#rn
嗾	zuk
嗾	sru
嵛	jv
狨	ju~
狺	~rn
痧	sa
芡	him
槭	cik
溲	sru
痤	co
眄	min
葚	srm
酹	lvt
隳	fri
嬖	pei
怍	zok
朊	jvn
涫	gun
胼	bin
胼	pin
腧	sv
葑	fu~
蠓	mu~
刈	~ai
嵴	zek
旰	hon
旰	gon
畚	bun
萸	jv
蘩	fan
龠	j@k
嗌	ai
疸	tan
蚴	jru
蛸	siu
蛸	sau
裰	zvt
謦	hi~
跣	sin
踺	gin
逯	luk
陔	goi
凇	cu~
堋	pr~
峁	mru
廛	cin
栝	kut
磴	dr~
篌	hru
芘	bei
葸	sai
薏	ji
